Sl.No,Authors,Year of publication,Primary affiliation of primary author,Title of article,Name of Publication/Journal,Subdomain,Disease Name,Type of Evidence Source,Research Aim,Research Problem,AI Objective,AI Methodology,AI Method Details,AI Method Type,Is software publicly released?,Software License,Virology AI task addressed,Type of Underlying Data,Dataset Name,Was Performance Measured,How was Performance measured and What was measured?,Performance Metrics,Performance score,
,,,,,,,,,,,,,"This model automatically detected the boundaries of the heart using CT anatomical landmarks (from the pulmonary artery bifurcation to the posterior descending artery) and traced the pericardium. Within this region, EAT was identified as fat tissue with Hounsfield Unit values between ?190 and ?30. The model computed both the total EAT volume (in milliliters) and the mean attenuation (in Hounsfield Units) as indicators of fat quantity and inflammatory status, respectively. These EAT measurements were then correlated with pneumonia burden and clinical outcomes.",Deep learning model used in QFAT v2.0 software,No,No,,,prospective international COVID-19 chest CT registry,Yes,"In both cases, performance was not evaluated via typical classification metrics (e.g., accuracy, sensitivity), but rather through predictive power in clinical outcome modeling using regression and odds ratios.Logistic regression analyses revealed that both increased EAT volume and higher attenuation were independently predictive of clinical deterioration or death. Specifically, EAT volume (per doubling) and attenuation (per 5 HU increase) significantly correlated with worse outcomes, highlighting the model’s utility in identifying patients at higher risk."," {""EAT_volume_odds_ratio"", ""EAT_volume_p_value"", ""EAT_attenuation_odds_ratio"", ""EAT_attenuation_p_value""}","{""EAT_volume_odds_ratio"": 5.1, ""EAT_volume_p_value"": 0.011, ""EAT_attenuation_odds_ratio"": 3.4, ""EAT_attenuation_p_value"": 0.003}",
46,"Mishra AK, Das SK, Roy P, Bandyopadhyay S.",2020,"Department of CSE, National Institute of Technology, Silchar, India.",Identifying COVID19 from Chest CT Images: A Deep Convolutional Neural Networks Based Approach,J Healthc Eng,Respiratory Virology,['COVID-19'],"Evaluation Study, Journal Article",Evaluate deep CNN models and proposed decision fusion approach for detecting COVID-19 from chest CT images.,"Current RT-PCR tests for COVID-19 are time-consuming and have limited availability. There is a pressing need for automated, efficient, and reliable diagnostic alternatives such as deep learning approaches applied to chest CT images that can support early detection and reduce the burden on healthcare systems.","To design, implement, and evaluate multiple Deep Convolutional Neural Network (CNN) models and a decision fusion strategy to detect COVID-19 infection from chest CT images with high accuracy, sensitivity, and specificity, thereby providing a rapid, automated diagnostic tool to support clinical screening.","The study used the publicly available COVID-CT dataset, containing 360 positive and 397 negative chest CT images. All images were preprocessed by converting to .png format and resized to 224×224×3 to ensure uniformity across models. The authors implemented five popular deep CNN architectures (VGG16, ResNet50, InceptionV3, DenseNet121, DenseNet201) using Keras with TensorFlow backend in a Google Colab environment. The models were trained using stochastic gradient descent with a learning rate of 0.001 and momentum of 0.9. Each model had three fully connected layers followed by a sigmoid output for binary classification. A decision fusion strategy was proposed, combining the outputs of individual models using majority voting to improve classification performance. All models were evaluated using 10-fold random splits and validated with early stopping to prevent overfitting.","VGG16 is a deep convolutional neural network that uses 13 convolutional layers followed by 3 fully connected layers. In this study, its convolutional layers were retained as in the original ImageNet-trained model, and the fully connected part was customized to three dense layers (4096, 4096, 1000) with ReLU activations and a final sigmoid for binary classification.",VGG16,Open source model through Keras,No,COVID-19 detection from chest CT images (classification: COVID-positive vs COVID-negative).,Medical Images (Chest CT images),COVID-CT dataset (Zhao et al. 2020),Yes,"The models were trained and evaluated using Google Colaboratory GPU resources, implemented in Keras with a TensorFlow backend. The stochastic gradient descent (SGD) optimizer was used with a learning rate of 0.001 and momentum of 0.9. Early stopping was applied based on validation performance to prevent overfitting. All the models are evaluated 10 times with 10 different random splits, where in each split 80% of the data is kept for training purpose (training data) and the rest for testing (testing data). The actual model training is done using 90% of the training data, with 10% of the training data kept as the validation set, which is used to perform early stopping, in order to avoid overfitting. ","[Accuracy, AUROC, F1-Score, Sensitivity, Specificity, Precision, Recall]","{""accuracy"": 0.860, ""auc"": 0.860, ""f1_score"": 0.855, ""precision"": 0.84, ""recall"": 0.86, ""sensitivity"": 0.84, ""specificity"": 0.87}",
,,,,,,,,,,,,,"ResNet50 is a 50-layer deep residual network that uses identity shortcut connections to skip layers and prevent vanishing gradients. The convolutional base was retained as-is; dense layers were customized similar to VGG16. The idea of adding skip connections essentially gets rid of the high training error, which is typically observed in an otherwise deep architecture. ResNet50 is one of the variants of the ResNet architecture that contains 50 layers.",ResNet50,,,,,,Yes,,,"{""accuracy"": 0.862, ""auc"": 0.861, ""f1_score"": 0.857, ""precision"": 0.85, ""recall"": 0.86, ""sensitivity"": 0.83, ""specificity"": 0.88}",
,,,,,,,,,,,,,InceptionV3 uses inception modules that combine multiple convolution kernel sizes to capture diverse spatial features. It is deeper and more complex than VGG but optimized for computational efficiency.,InceptionV3,,,,,,Yes,,,"{""accuracy"": 0.864, ""auc"": 0.865, ""f1_score"": 0.86, ""precision"": 0.85, ""recall"": 0.86, ""sensitivity"": 0.84, ""specificity"": 0.89}",
,,,,,,,,,,,,,"DenseNet121 introduces dense connections where each layer receives inputs from all previous layers, promoting feature reuse and efficiency. Used as-is with modified fully connected layers.",DenseNet121,,,,,,Yes,,,"{""accuracy"": 0.872, ""auc"": 0.875, ""f1_score"": 0.865, ""precision"": 0.86, ""recall"": 0.87, ""sensitivity"": 0.85, ""specificity"": 0.90}",
,,,,,,,,,,,,,A deeper version of DenseNet with more layers and dense connections. Captures fine-grained features with high depth while controlling parameter count.,DenseNet201,,,,,,Yes,,," {""accuracy"": 0.869, ""auc"": 0.870, ""f1_score"": 0.862, ""precision"": 0.85, ""recall"": 0.87, ""sensitivity"": 0.86, ""specificity"": 0.89}",
,,,,,,,,,,,,,"The Decision Fusion model is an ensemble classification approach designed to improve diagnostic accuracy for COVID-19 detection using chest CT images. It integrates the outputs of five pre-trained convolutional neural networks (CNNs): VGG16, ResNet50, InceptionV3, DenseNet121, and DenseNet201. Each of these models was fine-tuned for binary classification (COVID-positive vs COVID-negative) using the same dataset. Specifically, only the fully connected layers were modified while keeping the original convolutional layers intact. The final layers included three dense layers (4096, 4096, 1000) with ReLU activations, followed by a single-node output layer with sigmoid activation to produce binary predictions. During inference, each model independently predicts the class label of a CT image. The final diagnosis is then determined by majority voting—i.e., the label predicted by at least three out of five models is taken as the final output. This strategy was adopted to mitigate overfitting and to reduce errors caused by the biases of individual models. The ensemble thereby leverages the strengths of each architecture while minimizing their weaknesses. This method was also effective in improving specificity, reducing false positives, which is critical in clinical screening contexts.","Decision Fusion (Ensemble of VGG16, ResNet50, InceptionV3, DenseNet121, DenseNet201)",,,,,,Yes,,,"{""accuracy"": 0.8834, ""auc"": 0.8832, ""f1_score"": 0.867, ""precision"": 0.86, ""recall"": 0.88, ""sensitivity"": 0.8813, ""specificity"": 0.9051}",
47,"Watanabe T, McGraw A, Narayan K, Tibebe H, Kuriyama K, Nishimura M, Izumi T, Fujimuro M, Ohno S.",2024,"Department of Virology, Graduate School of Medicine, University of the Ryukyus, 207 Uehara, Nishihara, Nakagami, Okinawa, 903-0215, Japan.",Conserved cysteine residues in Kaposi's sarcoma herpesvirus ORF34 are necessary for viral production and viral pre-initiation complex formation,bioRxiv,Virology and Structural Biology,['KSHV'],"Journal Article, Preprint","The study particularly focuses on understanding how conserved amino acid residues, especially four cysteines, support ORF34's structural integrity and interaction with other vPIC components (e.g., ORF24, ORF66), thereby facilitating viral late gene transcription and progeny virus production.","Although previous studies identified KSHV ORF34 as a hub protein critical for assembling the vPIC, the precise structural features and residue-specific functions of ORF34 in mediating interactions with other vPIC components (like ORF24 and ORF66) remain poorly understood. The lack of detailed knowledge about how specific conserved residues contribute to ORF34's function limits the broader understanding of vPIC assembly and regulation of late gene transcription in beta- and gamma-herpesviruses.","To apply a deep-learning-based structural prediction algorithm (AlphaFold2) to model the three-dimensional structure of KSHV ORF34, identify conserved, structurally important residues across beta- and gamma-herpesviruses, and guide the rational design of alanine-scanning mutants for experimental functional analysis.","deep-learning-based protein structure prediction was employed to model the tertiary structure of KSHV ORF34 and to functionally characterize its conserved residues. The researchers used AlphaFold2, a state-of-the-art deep learning model, to predict the three-dimensional structure of the ORF34 protein from its amino acid sequence. The model output included per-residue confidence scores (pLDDT) and inter-residue distance errors (PAE plots), which provided insights into domain architecture, flexible regions, and highly structured domains within ORF34. Conserved amino acids were mapped onto this predicted structure through sequence alignments across beta- and gamma-herpesviruses. The structural information guided the rational design of alanine-scanning mutants to experimentally validate the functional importance of specific residues, particularly those involved in vPIC assembly and viral replication. Furthermore, AI-assisted ion-binding site prediction was integrated into the analysis to suggest the role of cysteine residues in metal ion coordination, critical for the structural stability of ORF34.","AlphaFold2 (version 2.2.0) was used locally to predict the tertiary structure of KSHV ORF34, utilizing multiple sequence alignment databases including Uniclust30, MGnify, pdb70, PDB/mmCIF, and pdb_seqres. The predicted structure was analyzed for confidence using pLDDT scores and PAE plots, indicating regions of structured domains and disordered linkers. Visualization of the predicted models was conducted with PyMOL, and additional annotations were performed using Python modules such as PSICO and plddt2csv. Surface exposure of residues was evaluated by calculating the relative solvent-accessible surface area (SASA). To explore potential functional sites, the Metal Ion-Binding Site Prediction and Modeling Server (MIB2) was applied to the AlphaFold2 structure, predicting likely metal cation coordination (e.g., Zn²?) at conserved cysteine motifs. These AI-driven insights directly informed experimental design, including alanine-scanning mutagenesis and vPIC functional assays.",ALphaFold2,https://github.com/google-deepmind/alphafold,Apache License 2.0,understanding the molecular mechanisms of KSHV replication, amino acid sequences of ORF34 ,Watanabe et.al,Yes,"Performance evaluation in this study was not based on traditional AI metrics such as accuracy or precision, but was instead assessed experimentally through multiple biological assays. First, the researchers verified whether the critical residues predicted by the AI model were essential for protein-protein interactions by conducting pull-down assays between ORF34 mutants and other vPIC components. Second, they measured viral production recovery by performing quantitative PCR (qPCR) to detect encapsidated KSHV DNA in supernatants from cell models expressing either wildtype or mutant ORF34. Third, they assessed the expression of late viral genes by quantifying K8.1 mRNA levels via RT-qPCR and detecting K8.1 protein through Western blotting. Finally, they evaluated the recruitment of ORF34 mutants to the transcription start site (TSS) of the late gene K8.1 using chromatin immunoprecipitation followed by qPCR (ChIP-qPCR), thereby comprehensively measuring the functional impact of the predicted structural features.",Not specified,Not specified,
48,"Suri JS, Maindarkar MA, Paul S, Ahluwalia P, Bhagawati M, Saba L, Faa G, Saxena S, Singh IM, Chadha PS, Turk M, Johri A, Khanna NN, Viskovic K, Mavrogeni S, Laird JR, Miner M, Sobel DW, Balestrieri A, Sfikakis PP, Tsoulfas G, Protogerou AD, Misra DP, Agarwal V, Kitas GD, Kolluri R, Teji JS, Al-Maini M, Dhanjil SK, Sockalingam M, Saxena A, Sharma A, Rathore V, Fatemi M, Alizad A, Krishnan PR, Omerzu T, Naidu S, Nicolaides A, Paraskevas KI, Kalra M, Ruzsa Z, Fouda MM.",2022,"Stroke Monitoring and Diagnostic Division, AtheroPointâ„¢, Roseville, CA 95661, USA.",Deep Learning Paradigm for Cardiovascular Disease/Stroke Risk Stratification in Parkinson's Disease Affected by COVID-19: A Narrative Review,Diagnostics (Basel),Respiratory Virology,['COVID-19'],"Journal Article, Review","The primary aim of the study is to design, develop, and validate deep learning (DL) models for early cardiovascular disease (CVD)/stroke risk stratification in Parkinson’s disease (PD) patients who are affected by COVID-19","Traditional ML models struggle to integrate multiple heterogeneous biomarkers effectively, and there has been no well-established AI paradigm tailored for PD patients within the COVID-19 framework. Thus, there is a pressing need for a robust, scientifically validated deep learning system that can dynamically adjust to these complexities and provide precise risk predictions for better clinical decision-making.","The objective of the AI system is to automate the segmentation, feature extraction, and risk prediction processes by using deep learning models. ","The methodology involves using a systematic PRISMA-based literature search to select relevant studies and covariates, followed by the development of a deep learning (DL) model integrating multiple data sources. The DL system consists of two main stages: (i) COVID-19 lesion segmentation and quantification from CT lung images using pretrained convolutional neural networks (e.g., DenseNet201, ResNet50V2, SegNet, UNet) and (ii) CVD/stroke risk stratification using a deep learning model (e.g., LSTM, RNN) trained on covariates including office biomarkers, lab biomarkers, carotid imaging phenotypes, medication usage, PD clinical markers, and quantified COVID-19 lesion data. Feature extraction is automated through DL layers, and model performance is optimized via hyperparameter tuning (learning rate, epochs, batch size, etc.). Validation includes feasibility checks, bias analysis, and performance metrics like accuracy and AUC.","The deep learning methodology involves two stages: (i) COVID-19 lung lesion segmentation using convolutional neural networks trained on CT imaging to quantify lesion severity, and (ii) CVD/stroke risk stratification by integrating CT-derived lesion features with other patient data such as office-based biomarkers (e.g., BMI, blood pressure), laboratory-based biomarkers (e.g., cholesterol levels), carotid ultrasound image phenotypes, medication usage, and PD-specific clinical symptoms. The LSTM model, with its memory gating mechanisms (input, forget, and output gates), is specifically used to model the complex, non-linear relationships across these heterogeneous features over time to predict cardiovascular and stroke outcomes in PD patients exposed to COVID-19 conditions.","Long Short-Term Memory (LSTM) networks and Recurrent Neural Networks (RNN), CNN-based segmentation networks like U-Net and SegNet",No,No,COVID-19 Lung Lesion Segmentation Task,"CT images, clinical records (office and laboratory biomarkers), carotid ultrasound phenotypes, PD patient clinical features, and medication usage.",Suri et.a;,Yes,"TThe COVID-19 lung lesion segmentation task involved training deep learning models such as DenseNet201, ResNet50 V2, MobileNet, VGG-16, SegNet, and Unet on CT lung images to detect COVID-19-induced lesions. Performance was evaluated by comparing the automatically segmented lesions generated by the models against manual annotations made by expert tracers. Accuracy was the primary metric reported for this task, showing high segmentation quality across model.","{ ""Accuracy""}","{
    ""DenseNet201_COVID_CT_segmentation_accuracy"": 97.0,
    ""ResNet50V2_COVID_CT_segmentation_accuracy"": 96.0,
    ""MobileNet_COVID_CT_segmentation_accuracy"": 95.0,
    ""VGG16_COVID_CT_segmentation_accuracy"": 94.0,
    ""SegNet_COVID_CT_segmentation_accuracy"": 95.0,
    ""Unet_COVID_CT_segmentation_accuracy"": 92.0
}",
,,,,,,,,,,,,,,,,,"CVD/Stroke Risk Stratification in PD Patients with COVID-19 Lesions
",,,Yes,"The CVD/stroke risk stratification task assessed the predictive ability of deep learning models, particularly LSTM and RNN, in forecasting cardiovascular or stroke events among Parkinson’s Disease (PD) patients affected by COVID-19. These models were trained on a rich combination of clinical biomarkers, carotid ultrasound imaging features, COVID-19 CT lesion quantifications, and medication usage data. Performance evaluation involved comparing the predicted risk categories against gold standard clinical outcomes. Classification accuracy was the main performance metric, with an LSTM-based model achieving an accuracy of 84.0%. Although AUC was mentioned as an evaluation metric, exact numerical AUC values were not consistently reported. This performance validation demonstrated the deep learning models' effectiveness in risk stratification under complex multi-morbidity conditions.","{ ""Accuracy""}","{""accuracy"": 84.0}",
49,"Abubaker Bagabir S, Ibrahim NK, Abubaker Bagabir H, Hashem Ateeq R.",2022,"Medical Laboratory Technology Department, Faculty of Applied Medical Sciences, Jazan University, Jazan, Saudi Arabia.","Covid-19 and Artificial Intelligence: Genome sequencing, drug development and vaccine discovery",J Infect Public Health,Respiratory Virology,['COVID-19'],"Journal Article, Review","Explore and clarify how Artificial Intelligence (AI) has been applied to support critical aspects of the COVID-19 response, specifically in identifying genomic sequences of the SARS-CoV-2 virus, developing potential therapeutic drugs (including drug repurposing), and designing effective vaccines.","Despite the growing use of AI in genomics, drug discovery, and vaccine development, there has been a lack of comprehensive reviews that summarize its actual contributions to the COVID-19 response. Furthermore, applying AI in these domains faces several challenges, including difficulties in collecting high-quality data, limited interpretability of deep learning models, and the need for robust internal and external validation to ensure generalizability across different populations.","Accelerate and enhance the processes of genomic sequence identification, drug discovery (including drug repurposing), and vaccine development for COVID-19. AI is leveraged to rapidly analyze massive biomedical datasets, identify novel or existing drug candidates, and design effective vaccine candidates with greater precision and speed than traditional methods.","The AI methodology in this study is based on a non-systematic review of literature from databases such as PubMed, Google Scholar, and Medline. It involves summarizing various AI techniques including deep learning (DL), machine learning (ML), artificial neural networks (ANN), reinforcement learning, and topology-based models used across different studies for COVID-19 applications. Specifically, CNNs were used to classify DNA sequences for genomic identification; transformer-based models estimated drug-target interactions; generative neural networks helped design new compounds; and graph-based models explored drug repurposing. AI-based vaccine design approaches included immune-informatics, reverse vaccinology, and epitope mapping using ML on viral proteomes. Performance and clinical value were assessed through reported metrics or experimental validations in vitro/in vivo where available.",A Convolutional Neural Network (CNN) was trained to classify DNA sequences from various coronaviruses and identify representative sequences specific to SARS-CoV-2. The model identified 12 unique 21-bp sequences and selected one to create a primer set for laboratory use.,CNN-based Deep Learning,No,No,Viral genomic sequence classification and specific primer design for SARS-CoV-2 detection.,Genomic sequence data,,Yes,Accuracy comparison between DL output and standard RT-qPCR and CT scans.,"{""Accuracy""}","{""accuracy_dl"": 0.99, ""accuracy_rt_qpcr"": 0.70, ""accuracy_ct_dl_combined"": 0.83}",
,,,,,,,,,,,,,A topology-based deep learning model trained with tens of thousands of experimental data points was used to predict binding free energy (BFE) changes in spike RBD-antibody/ACE2 complexes to assess Omicron’s infectivity and immune evasion.,TopNetmAb – Topology-Based Deep Learning Model,Not mentioned,No,Predicting infectivity and vaccine-escape potential of Omicron variant.,Protein structures and experimental binding data.,,Yes,Not given in numerical metrics; effectiveness validated via prediction of infectivity (10× more infectious than original strain) and escape potential.,,,
,,,,,,,,,,,,,A generative DL model used to design novel chemical structures targeting the 3C-like protease (3CLpro) of SARS-CoV-2. The model focuses on de novo drug design with high novelty and synthetic feasibility.,Generative Deep Learning Pipeline,No,No,Novel drug generation for SARS-CoV-2 main protease inhibition.,Chemical compound structures and protease inhibitor profiles.,,Yes,Not quantified; output was theoretical generation of drug candidates.,,,
,,,,,,,,,,,,,Combines deep Q-learning with fragment-based drug design to iteratively construct molecules targeting the SARS-CoV-2 3CLpro protease.,Advanced Deep Q-learning Network with Fragment-Based Drug Design (ADQN-FBDD),No,No,Novel lead compound generation for COVID-19 therapy.,Fragment-based chemical libraries.,,Yes,Generation of 47 chemically viable lead compounds.,,,
,,,,,,,,,,,,,Zhang et al. utilized a DFCNN to screen chemical compound databases and a tripeptide database to identify potential inhibitors of the SARS-CoV-2 3C-like protease. The model predicts interactions between compounds and the protease to identify promising candidates.,Dense Fully Convolutional Neural Network (DFCNN),No,No,Identifying potential inhibitors for SARS-CoV-2 3CLpro,,,,,,,
50,"Harris M, Qi A, Jeagal L, Torabi N, Menzies D, Korobitsyn A, Pai M, Nathavitharana RR, Ahmad Khan F.",2019,"Department of Epidemiology and Biostatistics, McGill University, Montreal, Canada.",A systematic review of the diagnostic accuracy of artificial intelligence-based computer programs to analyze chest x-rays for pulmonary tuberculosis,PLoS One,Respiratory Virology,Tuberculosis,"Journal Article, Systematic Review","The aim of the study was to systematically review and evaluate the diagnostic accuracy of artificial intelligence (AI)-based computer-aided detection (CAD) software designed to identify radiologic abnormalities suggestive of pulmonary tuberculosis (PTB) on chest X-rays (CXRs). The study also sought to assess methodological quality, identify sources of bias, and provide recommendations to improve future study designs.","Although AI-based CAD programs have shown promise in detecting pulmonary tuberculosis on CXRs, most existing studies focus on software development rather than clinical validation. Furthermore, there are methodological limitations such as training and testing on the same datasets, use of human readers instead of microbiologic confirmation as reference standards, and lack of pre-specified threshold scores that raise concerns about the reliability and generalizability of reported diagnostic accuracies. Therefore, a comprehensive review is needed to critically assess the quality of the evidence, highlight biases, and guide the design of future studies to ensure clinical applicability.","To evaluate the diagnostic accuracy of AI-based computer-aided detection (CAD) software for identifying radiologic abnormalities consistent with pulmonary tuberculosis (PTB) on chest X-rays (CXRs), and to assess study designs, methodological quality, and potential biases in the published literature.","The study undertook a systematic review following PRISMA guidelines to evaluate the diagnostic accuracy of computer-aided detection (CAD) software for pulmonary tuberculosis (PTB) identification on chest X-rays (CXR). Articles were sourced from MEDLINE, EMBASE, PubMed, and Scopus for the period 2005–2019. Studies were classified as either ""Development"" (focused on CAD creation) or ""Clinical"" (focused on CAD evaluation in real-world settings). Risk of bias was assessed using the QUADAS-2 tool. Diagnostic accuracy metrics including area under the receiver operating characteristic curve (AUC), sensitivity, and specificity were extracted. Due to methodological heterogeneity between studies (different software versions, reference standards, datasets), a meta-analysis was not performed. Instead, study-level factors (e.g., use of Deep Learning vs Machine Learning, microbiologic vs radiologic reference standards) were statistically analyzed for association with reported AUC values using non-parametric tests like the Kruskal-Wallis test.","The reviewed CAD systems were developed using either Machine Learning (ML) or Deep Learning (DL) techniques. ML-based systems typically relied on traditional classifiers like support vector machines (SVM) and clustering methods, whereas DL-based systems predominantly used convolutional neural networks (CNNs) with architectures such as AlexNet, GoogLeNet, and custom CNN models. A major software repeatedly evaluated in clinical studies was CAD4TB, a commercially available ML-based CAD program. Development studies often used human reader interpretation as the reference standard, while clinical studies increasingly used microbiological testing (culture or nucleic acid amplification tests, NAAT) to define PTB presence.",CAD4TB (Computer-Aided Detection for Tuberculosis),No,No,detection of pulmonary tuberculosis,Chest X-ray images,"CXR repositories like Montgomery County (MC), Shenzhen Hospital (CH), and Japanese Society of Radiological Technology (JSRT) datasets",Yes," Diagnostic accuracy was evaluated using AUC, sensitivity, specificity, and confusion matrix elements (TP, FP, TN, FN). However, a key issue identified was that many studies did not separate training and testing datasets adequately, potentially inflating reported performance metrics.",,,
51,"Suri JS, Agarwal S, Gupta SK, Puvvula A, Biswas M, Saba L, Bit A, Tandel GS, Agarwal M, Patrick A, Faa G, Singh IM, Oberleitner R, Turk M, Chadha PS, Johri AM, Miguel Sanches J, Khanna NN, Viskovic K, Mavrogeni S, Laird JR, Pareek G, Miner M, Sobel DW, Balestrieri A, Sfikakis PP, Tsoulfas G, Protogerou A, Misra DP, Agarwal V, Kitas GD, Ahluwalia P, Teji J, Al-Maini M, Dhanjil SK, Sockalingam M, Saxena A, Nicolaides A, Sharma A, Rathore V, Ajuluchukwu JNA, Fatemi M, Alizad A, Viswanathan V, Krishnan PK, Naidu S.",2021,"Stroke Diagnostic and Monitoring Division, AtheroPointâ„¢, Roseville, CA, USA. Electronic address: jasjit.suri@atheropoint.com.",A narrative review on characterization of acute respiratory distress syndrome in COVID-19-infected lungs using artificial intelligence,Comput Biol Med,Respiratory Virology,['COVID-19'],"Journal Article, Review","The study aims to explore and evaluate artificial intelligence (AI)-based solutions for the characterization and diagnosis of Acute Respiratory Distress Syndrome (ARDS) in COVID-19 patients, particularly by incorporating comorbidities and age-related factors into AI model design. It introduces a School-of-Thought (SoT)-based classification of AI architectures across imaging modalities (CT, X-ray, ultrasound), and investigates the performance and adaptability of AI frameworks to assess COVID-19 lung severity.
","Despite the rapid development of AI tools for COVID-19 diagnosis, most existing models lack the integration of clinical comorbidity factors, age-specific variations, and ARDS pathophysiology, which are crucial for accurate and personalized risk assessment. Moreover, there is no standardized framework to evaluate or categorize these AI approaches across modalities and clinical needs. This gap hinders the deployment of reliable, explainable, and generalizable AI systems in real-world pulmonary and critical care settings.","TTo develop and evaluate AI-based diagnostic and severity assessment systems for COVID-19-induced Acute Respiratory Distress Syndrome (ARDS) using medical imaging data, while incorporating comorbidity and age as critical factors for personalized risk prediction and clinical decision support.
","A narrative review of AI applications was performed by classifying existing models into seven distinct Schools of Thought (SoT) based on their architectural principles and diagnostic intent. These SoTs include combinations of machine learning (ML), deep learning (DL), and transfer learning (TL) approaches, applied to imaging modalities such as CT, X-ray, and lung ultrasound. The methodology emphasizes multimodal imaging workflows, segmentation-classification pipelines, and severity scoring systems aligned with comorbid conditions.
","Segmentation Models: UNet, DenseNet121-FPN, FC-DenseNet103
Classification Models: ResNet50, VGG16, DenseNet201, InceptionNetV3, AlexNet, SVM, Random Forest, CNN with Attention, Gradient Boosting
Transfer Learning: Pretrained models like VGG16 and Inception used on limited COVID-19 imaging datasets
Hybrid Models: Combination of ML and DL for severity prediction and comorbidity modeling","SoT-1: End-to-end deep learning for segmentation and classification
SoT-3: Automated classification of pneumonia types
SoT-5: Traditional ML with handcrafted features and biomarkers
SoT-7: Explainable AI with Transfer Learning and real-time online/offline systems",No,No,"Diagnosis of COVID-19 pneumonia ,Severity estimation of COVID-19-induced ARDS ,Differential classification between COVID-19, non-COVID pneumonia, and healthy cases ,Impact analysis of comorbidities and age on ARDS progression, Prognosis and risk stratification","CT scans, X-ray images, and lung ultrasound images, Comorbodity metadata(age, hypertension, obesity)","RSNA COVID-19 Dataset, COVID-CT Dataset ,COVID-Xray-5k, Cohen’s COVID-19 X-ray dataset",Yes,"Performance in the reviewed paper was measured individually for each AI model or system, grouped under distinct Schools of Thought (SoTs) based on task type and architecture. Each study evaluated its model independently using various imaging modalities such as chest X-rays, CT scans, and lung ultrasounds. Performance was assessed by comparing model outputs—such as disease classification, segmentation, or severity scoring—against clinically verified ground truths or expert annotations. Key evaluation metrics included accuracy, area under the ROC curve (AUC), sensitivity, specificity, precision, and F1-score. ROC analysis was used to derive AUC, and many studies employed k-fold cross-validation to validate model robustness. Metrics were typically reported per organ and imaging modality rather than in aggregate, ensuring task-specific benchmarking across studies.",,,
