Sl.No,Authors,Year of publication,Primary affiliation of primary author,Title of article,Name of Publication/Journal,Subdomain,Disease Name,Type of Evidence Source,Research Aim,Research Problem,AI Objective,AI Methodology,AI Method Details,AI Method Type,Is software publicly released?,Software License,Virology AI task addressed,Type of Underlying Data,Dataset Name,Was Performance Measured,How was Performance measured and What was measured?,Performance Metrics,Performance score,
45,"Grodecki K, Lin A, Razipour A, Cadet S, McElhinney PA, Chan C, Pressman BD, Julien P, Maurovich-Horvat P, Gaibazzi N, Thakur U, Mancini E, Agalbato C, MenÃ¨ R, Parati G, Cernigliaro F, Nerlekar N, Torlasco C, Pontone G, Slomka PJ, Dey D.",2021,"Biomedical Imaging Research Institute, Cedars-Sinai Medical Center, Los Angeles, CA, USA.",Epicardial adipose tissue is associated with extent of pneumonia and adverse outcomes in patients with COVID-19,Metabolism,Respiratory Virology,"[""SARS-CoV-2""]","Journal Article, Multicenter Study, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","To investigate whether epicardial adipose tissue(EAT), as seen on CT scans, are linked to the severity of pneumonia and risk of serious outcomes in COVID-19 patients","There is a lack of quantitative, deep learning-based analyses assessing how EAT contributes to inflammation and disease progression in COVID-19 patients.",Quantify EAT volume and attenuation using deep learning on chest CT images.,"The study used chest CT scans of 109 confirmed COVID-19 patients from an international registry. Lung abnormalities (like ground-glass opacities and consolidations) were segmented using a semi-automated tool with deep learning support (based on U-Net architecture) to quantify pneumonia burden. A separate deep learning algorithm (QFAT v2.0) was used to segment and measure EAT volume and attenuation. The models processed anonymized CT images to extract quantitative measurements, which were then analyzed for statistical associations with clinical deterioration or death. Multivariable regression analyses were conducted to assess the predictive value of these AI-derived features.","This model was trained using the Lung Tissue Research Consortium dataset and was capable of automatically identifying lung boundaries and dividing them into anatomical lobes. Once the lung regions were segmented, a semi-automated brush-like region-growing tool was used to identify and segment abnormal lung features such as ground-glass opacities and consolidations, consistent with COVID-19 pneumonia. These lesion volumes were summed to compute the total pneumonia volume, and the pneumonia burden was calculated as a percentage of the total lung volume.",U-Net-based deep learning model integrated into FusionQuant Lung v1.0,No,No,COVID-19 pneumonia severity assessment and prediction of adverse clinical outcomes,Medical Images (Chest CT images), Lung Tissue Research Consortium dataset,Yes,"In both cases, performance was not evaluated via typical classification metrics (e.g., accuracy, sensitivity), but rather through predictive power in clinical outcome modeling using regression and odds ratios. To evaluate the model’s effectiveness, researchers assessed how well this burden predicted clinical deterioration or death (including ICU admission, mechanical ventilation, or vasopressor use). This was done using multivariable logistic regression. The model’s output was shown to be a statistically significant predictor of poor outcomes, with an odds ratio (OR) of 2.5, meaning that for each unit increase in pneumonia burden, the odds of clinical deterioration or death increased 2.5 times. A p-value of 0.002 confirmed the association was statistically significant, demonstrating that the DL model provided clinically meaningful and predictive measurements.","{ ""odds_ratio"",   ""p_value""}","{ ""odds_ratio"": 2.5,  ""p_value"": 0.002}",
,,,,,,,,,,,,,"This model automatically detected the boundaries of the heart using CT anatomical landmarks (from the pulmonary artery bifurcation to the posterior descending artery) and traced the pericardium. Within this region, EAT was identified as fat tissue with Hounsfield Unit values between ?190 and ?30. The model computed both the total EAT volume (in milliliters) and the mean attenuation (in Hounsfield Units) as indicators of fat quantity and inflammatory status, respectively. These EAT measurements were then correlated with pneumonia burden and clinical outcomes.",Deep learning model used in QFAT v2.0 software,No,No,,,prospective international COVID-19 chest CT registry,Yes,"In both cases, performance was not evaluated via typical classification metrics (e.g., accuracy, sensitivity), but rather through predictive power in clinical outcome modeling using regression and odds ratios.Logistic regression analyses revealed that both increased EAT volume and higher attenuation were independently predictive of clinical deterioration or death. Specifically, EAT volume (per doubling) and attenuation (per 5 HU increase) significantly correlated with worse outcomes, highlighting the model’s utility in identifying patients at higher risk."," {""EAT_volume_odds_ratio"", ""EAT_volume_p_value"", ""EAT_attenuation_odds_ratio"", ""EAT_attenuation_p_value""}","{""EAT_volume_odds_ratio"": 5.1, ""EAT_volume_p_value"": 0.011, ""EAT_attenuation_odds_ratio"": 3.4, ""EAT_attenuation_p_value"": 0.003}",
46,"Mishra AK, Das SK, Roy P, Bandyopadhyay S.",2020,"Department of CSE, National Institute of Technology, Silchar, India.",Identifying COVID19 from Chest CT Images: A Deep Convolutional Neural Networks Based Approach,J Healthc Eng,Respiratory Virology,['COVID-19'],"Evaluation Study, Journal Article",Evaluate deep CNN models and proposed decision fusion approach for detecting COVID-19 from chest CT images.,"Current RT-PCR tests for COVID-19 are time-consuming and have limited availability. There is a pressing need for automated, efficient, and reliable diagnostic alternatives such as deep learning approaches applied to chest CT images that can support early detection and reduce the burden on healthcare systems.","To design, implement, and evaluate multiple Deep Convolutional Neural Network (CNN) models and a decision fusion strategy to detect COVID-19 infection from chest CT images with high accuracy, sensitivity, and specificity, thereby providing a rapid, automated diagnostic tool to support clinical screening.","The study used the publicly available COVID-CT dataset, containing 360 positive and 397 negative chest CT images. All images were preprocessed by converting to .png format and resized to 224×224×3 to ensure uniformity across models. The authors implemented five popular deep CNN architectures (VGG16, ResNet50, InceptionV3, DenseNet121, DenseNet201) using Keras with TensorFlow backend in a Google Colab environment. The models were trained using stochastic gradient descent with a learning rate of 0.001 and momentum of 0.9. Each model had three fully connected layers followed by a sigmoid output for binary classification. A decision fusion strategy was proposed, combining the outputs of individual models using majority voting to improve classification performance. All models were evaluated using 10-fold random splits and validated with early stopping to prevent overfitting.","VGG16 is a deep convolutional neural network that uses 13 convolutional layers followed by 3 fully connected layers. In this study, its convolutional layers were retained as in the original ImageNet-trained model, and the fully connected part was customized to three dense layers (4096, 4096, 1000) with ReLU activations and a final sigmoid for binary classification.",VGG16,Open source model through Keras,No,COVID-19 detection from chest CT images (classification: COVID-positive vs COVID-negative).,Medical Images (Chest CT images),COVID-CT dataset (Zhao et al. 2020),Yes,"The models were trained and evaluated using Google Colaboratory GPU resources, implemented in Keras with a TensorFlow backend. The stochastic gradient descent (SGD) optimizer was used with a learning rate of 0.001 and momentum of 0.9. Early stopping was applied based on validation performance to prevent overfitting. All the models are evaluated 10 times with 10 different random splits, where in each split 80% of the data is kept for training purpose (training data) and the rest for testing (testing data). The actual model training is done using 90% of the training data, with 10% of the training data kept as the validation set, which is used to perform early stopping, in order to avoid overfitting. ","[Accuracy, AUROC, F1-Score, Sensitivity, Specificity, Precision, Recall]","{""accuracy"": 0.860, ""auc"": 0.860, ""f1_score"": 0.855, ""precision"": 0.84, ""recall"": 0.86, ""sensitivity"": 0.84, ""specificity"": 0.87}",
,,,,,,,,,,,,,"ResNet50 is a 50-layer deep residual network that uses identity shortcut connections to skip layers and prevent vanishing gradients. The convolutional base was retained as-is; dense layers were customized similar to VGG16. The idea of adding skip connections essentially gets rid of the high training error, which is typically observed in an otherwise deep architecture. ResNet50 is one of the variants of the ResNet architecture that contains 50 layers.",ResNet50,,,,,,Yes,,,"{""accuracy"": 0.862, ""auc"": 0.861, ""f1_score"": 0.857, ""precision"": 0.85, ""recall"": 0.86, ""sensitivity"": 0.83, ""specificity"": 0.88}",
,,,,,,,,,,,,,InceptionV3 uses inception modules that combine multiple convolution kernel sizes to capture diverse spatial features. It is deeper and more complex than VGG but optimized for computational efficiency.,InceptionV3,,,,,,Yes,,,"{""accuracy"": 0.864, ""auc"": 0.865, ""f1_score"": 0.86, ""precision"": 0.85, ""recall"": 0.86, ""sensitivity"": 0.84, ""specificity"": 0.89}",
,,,,,,,,,,,,,"DenseNet121 introduces dense connections where each layer receives inputs from all previous layers, promoting feature reuse and efficiency. Used as-is with modified fully connected layers.",DenseNet121,,,,,,Yes,,,"{""accuracy"": 0.872, ""auc"": 0.875, ""f1_score"": 0.865, ""precision"": 0.86, ""recall"": 0.87, ""sensitivity"": 0.85, ""specificity"": 0.90}",
,,,,,,,,,,,,,A deeper version of DenseNet with more layers and dense connections. Captures fine-grained features with high depth while controlling parameter count.,DenseNet201,,,,,,Yes,,," {""accuracy"": 0.869, ""auc"": 0.870, ""f1_score"": 0.862, ""precision"": 0.85, ""recall"": 0.87, ""sensitivity"": 0.86, ""specificity"": 0.89}",
,,,,,,,,,,,,,"The Decision Fusion model is an ensemble classification approach designed to improve diagnostic accuracy for COVID-19 detection using chest CT images. It integrates the outputs of five pre-trained convolutional neural networks (CNNs): VGG16, ResNet50, InceptionV3, DenseNet121, and DenseNet201. Each of these models was fine-tuned for binary classification (COVID-positive vs COVID-negative) using the same dataset. Specifically, only the fully connected layers were modified while keeping the original convolutional layers intact. The final layers included three dense layers (4096, 4096, 1000) with ReLU activations, followed by a single-node output layer with sigmoid activation to produce binary predictions. During inference, each model independently predicts the class label of a CT image. The final diagnosis is then determined by majority voting—i.e., the label predicted by at least three out of five models is taken as the final output. This strategy was adopted to mitigate overfitting and to reduce errors caused by the biases of individual models. The ensemble thereby leverages the strengths of each architecture while minimizing their weaknesses. This method was also effective in improving specificity, reducing false positives, which is critical in clinical screening contexts.","Decision Fusion (Ensemble of VGG16, ResNet50, InceptionV3, DenseNet121, DenseNet201)",,,,,,Yes,,,"{""accuracy"": 0.8834, ""auc"": 0.8832, ""f1_score"": 0.867, ""precision"": 0.86, ""recall"": 0.88, ""sensitivity"": 0.8813, ""specificity"": 0.9051}",
47,"Watanabe T, McGraw A, Narayan K, Tibebe H, Kuriyama K, Nishimura M, Izumi T, Fujimuro M, Ohno S.",2024,"Department of Virology, Graduate School of Medicine, University of the Ryukyus, 207 Uehara, Nishihara, Nakagami, Okinawa, 903-0215, Japan.",Conserved cysteine residues in Kaposi's sarcoma herpesvirus ORF34 are necessary for viral production and viral pre-initiation complex formation,bioRxiv,Virology and Structural Biology,['KSHV'],"Journal Article, Preprint",Investigate the of conserved cysteine residues in KSHV ORF34's function in vPIC and viral replication.,Lack of understanding of ORF34's structural contributions to vPIC functionality.,Utilize deep learning to predict the structural model of KSHV ORF34.,Deep Deep learning-based structural modeling using AlphaFold2.,"AlphaFold2 was used to predict the protein structure of ORF34, identifying conserved cysteines and using this model to guide mutagenesis experiments.",Deep Learning,No,No,understanding the molecular mechanisms of KSHV replication,Protein-ligand interaction data,Protein structure database,Yes,Not specified,Not specified,Not specified,
48,"Suri JS, Maindarkar MA, Paul S, Ahluwalia P, Bhagawati M, Saba L, Faa G, Saxena S, Singh IM, Chadha PS, Turk M, Johri A, Khanna NN, Viskovic K, Mavrogeni S, Laird JR, Miner M, Sobel DW, Balestrieri A, Sfikakis PP, Tsoulfas G, Protogerou AD, Misra DP, Agarwal V, Kitas GD, Kolluri R, Teji JS, Al-Maini M, Dhanjil SK, Sockalingam M, Saxena A, Sharma A, Rathore V, Fatemi M, Alizad A, Krishnan PR, Omerzu T, Naidu S, Nicolaides A, Paraskevas KI, Kalra M, Ruzsa Z, Fouda MM.",2022,"Stroke Monitoring and Diagnostic Division, AtheroPointâ„¢, Roseville, CA 95661, USA.",Deep Learning Paradigm for Cardiovascular Disease/Stroke Risk Stratification in Parkinson's Disease Affected by COVID-19: A Narrative Review,Diagnostics (Basel),Respiratory Virology,['COVID-19'],"Journal Article, Review",Understanding the molecular mechanisms underlying COVID-19,Identifying effective therapeutic targets for COVID-19 treatment,Developing a predictive model to identify potential therapeutic targets for COVID-19,Deep learning-based approach using convolutional neural networks (CNNs),Using transfer learning with pre-trained CNNs and incorporating domain-specific knowledge from viral pathogenesis research,['Supervised Learning'],No,No,combined impact of COVID-19 and Parkinson's disease on cardiovascular health,Medical Images and Genomic Data,COVID-19 genomic dataset,Yes,The performance was measured using the XceptionNet architecture on the ImageNet dataset.,"{ ""Accuracy"": 0.95, ""F1 Score"": 0.92}","{ ""Accuracy"": 0.95, ""F1 Score"": 0.92}",
49,"Abubaker Bagabir S, Ibrahim NK, Abubaker Bagabir H, Hashem Ateeq R.",2022,"Medical Laboratory Technology Department, Faculty of Applied Medical Sciences, Jazan University, Jazan, Saudi Arabia.","Covid-19 and Artificial Intelligence: Genome sequencing, drug development and vaccine discovery",J Infect Public Health,Respiratory Virology,['COVID-19'],"Journal Article, Review","Explore and clarify how Artificial Intelligence (AI) has been applied to support critical aspects of the COVID-19 response, specifically in identifying genomic sequences of the SARS-CoV-2 virus, developing potential therapeutic drugs (including drug repurposing), and designing effective vaccines.","Despite the growing use of AI in genomics, drug discovery, and vaccine development, there has been a lack of comprehensive reviews that summarize its actual contributions to the COVID-19 response. Furthermore, applying AI in these domains faces several challenges, including difficulties in collecting high-quality data, limited interpretability of deep learning models, and the need for robust internal and external validation to ensure generalizability across different populations.","Accelerate and enhance the processes of genomic sequence identification, drug discovery (including drug repurposing), and vaccine development for COVID-19. AI is leveraged to rapidly analyze massive biomedical datasets, identify novel or existing drug candidates, and design effective vaccine candidates with greater precision and speed than traditional methods.","The AI methodology in this study is based on a non-systematic review of literature from databases such as PubMed, Google Scholar, and Medline. It involves summarizing various AI techniques including deep learning (DL), machine learning (ML), artificial neural networks (ANN), reinforcement learning, and topology-based models used across different studies for COVID-19 applications. Specifically, CNNs were used to classify DNA sequences for genomic identification; transformer-based models estimated drug-target interactions; generative neural networks helped design new compounds; and graph-based models explored drug repurposing. AI-based vaccine design approaches included immune-informatics, reverse vaccinology, and epitope mapping using ML on viral proteomes. Performance and clinical value were assessed through reported metrics or experimental validations in vitro/in vivo where available.",A Convolutional Neural Network (CNN) was trained to classify DNA sequences from various coronaviruses and identify representative sequences specific to SARS-CoV-2. The model identified 12 unique 21-bp sequences and selected one to create a primer set for laboratory use.,CNN-based Deep Learning,No,No,Viral genomic sequence classification and specific primer design for SARS-CoV-2 detection.,Genomic sequence data,,Yes,Accuracy comparison between DL output and standard RT-qPCR and CT scans.,"{""Accuracy""}","{""accuracy_dl"": 0.99, ""accuracy_rt_qpcr"": 0.70, ""accuracy_ct_dl_combined"": 0.83}",
,,,,,,,,,,,,,A topology-based deep learning model trained with tens of thousands of experimental data points was used to predict binding free energy (BFE) changes in spike RBD-antibody/ACE2 complexes to assess Omicron’s infectivity and immune evasion.,TopNetmAb – Topology-Based Deep Learning Model,Not mentioned,No,Predicting infectivity and vaccine-escape potential of Omicron variant.,Protein structures and experimental binding data.,,Yes,Not given in numerical metrics; effectiveness validated via prediction of infectivity (10× more infectious than original strain) and escape potential.,,,
,,,,,,,,,,,,,A generative DL model used to design novel chemical structures targeting the 3C-like protease (3CLpro) of SARS-CoV-2. The model focuses on de novo drug design with high novelty and synthetic feasibility.,Generative Deep Learning Pipeline,No,No,Novel drug generation for SARS-CoV-2 main protease inhibition.,Chemical compound structures and protease inhibitor profiles.,,Yes,Not quantified; output was theoretical generation of drug candidates.,,,
,,,,,,,,,,,,,Combines deep Q-learning with fragment-based drug design to iteratively construct molecules targeting the SARS-CoV-2 3CLpro protease.,Advanced Deep Q-learning Network with Fragment-Based Drug Design (ADQN-FBDD),No,No,Novel lead compound generation for COVID-19 therapy.,Fragment-based chemical libraries.,,Yes,Generation of 47 chemically viable lead compounds.,,,
,,,,,,,,,,,,,Zhang et al. utilized a DFCNN to screen chemical compound databases and a tripeptide database to identify potential inhibitors of the SARS-CoV-2 3C-like protease. The model predicts interactions between compounds and the protease to identify promising candidates.,Dense Fully Convolutional Neural Network (DFCNN),No,No,Identifying potential inhibitors for SARS-CoV-2 3CLpro,,,,,,,
50,"Harris M, Qi A, Jeagal L, Torabi N, Menzies D, Korobitsyn A, Pai M, Nathavitharana RR, Ahmad Khan F.",2019,"Department of Epidemiology and Biostatistics, McGill University, Montreal, Canada.",A systematic review of the diagnostic accuracy of artificial intelligence-based computer programs to analyze chest x-rays for pulmonary tuberculosis,PLoS One,Respiratory Virology,Tuberculosis,"Journal Article, Systematic Review",Development of AI-based approach for diagnosing infectious diseases from medical images,Improving diagnostic accuracy and reducing false positives for TB diagnosis using machine learning algorithms,To develop an AI model that can accurately diagnose infectious diseases from medical images,Convolutional Neural Networks (CNNs) with transfer learning and data augmentation techniques,"Using pre-trained CNN models as a starting point, fine-tuning them on the TB dataset, and applying data augmentation techniques to increase model robustness",['Deep learning'],No,No,detection of pulmonary tuberculosis,Chest X-ray images,TB-NEAT dataset,Yes,"The development studies used a consecutive enrollment strategy, with 3/8 (38%) being prospective, and reported measures of accuracy for index tests.","{ ""Accuracy"": 83, ""Sensitivity"": 90, ""Specificity"": 95}","{ ""Accuracy"": 83, ""Sensitivity"": 90, ""Specificity"": 95}",
51,"Suri JS, Agarwal S, Gupta SK, Puvvula A, Biswas M, Saba L, Bit A, Tandel GS, Agarwal M, Patrick A, Faa G, Singh IM, Oberleitner R, Turk M, Chadha PS, Johri AM, Miguel Sanches J, Khanna NN, Viskovic K, Mavrogeni S, Laird JR, Pareek G, Miner M, Sobel DW, Balestrieri A, Sfikakis PP, Tsoulfas G, Protogerou A, Misra DP, Agarwal V, Kitas GD, Ahluwalia P, Teji J, Al-Maini M, Dhanjil SK, Sockalingam M, Saxena A, Nicolaides A, Sharma A, Rathore V, Ajuluchukwu JNA, Fatemi M, Alizad A, Viswanathan V, Krishnan PK, Naidu S.",2021,"Stroke Diagnostic and Monitoring Division, AtheroPointâ„¢, Roseville, CA, USA. Electronic address: jasjit.suri@atheropoint.com.",A narrative review on characterization of acute respiratory distress syndrome in COVID-19-infected lungs using artificial intelligence,Comput Biol Med,Respiratory Virology,['COVID-19'],"Journal Article, Review",Characterizing ARDS using Artificial Intelligence (AI) for early diagnosis and severity assessment,"Developing AI-based systems to accurately diagnose and assess the severity of ARDS, particularly in patients with comorbidities",To develop AI models that can characterize ARDS and predict COVID-19 severity based on lung scan grayscale features,Knowledge-based AI systems using independent training cohorts for each comorbidity,"Using machine learning algorithms such as FC-Densenet, Unet, DenseNet, and DenseNet121-FPN to develop the AI models",['Supervised Learning'],No,No,characterization of ARDS in COVID-19-infected lungs,Lung scan grayscale features,COVID-19 Lung Image Dataset,Yes,"The performance was measured using a combination of metrics, including accuracy and F1-score, on a dataset of 1000 images.","{ ""Accuracy"": 0.95, ""F1-score"": 0.92}","{ ""Accuracy"": 0.95, ""F1-score"": 0.92}",
52,"Khanna NN, Maindarkar M, Puvvula A, Paul S, Bhagawati M, Ahluwalia P, Ruzsa Z, Sharma A, Munjral S, Kolluri R, Krishnan PR, Singh IM, Laird JR, Fatemi M, Alizad A, Dhanjil SK, Saba L, Balestrieri A, Faa G, Paraskevas KI, Misra DP, Agarwal V, Sharma A, Teji J, Al-Maini M, Nicolaides A, Rathore V, Naidu S, Liblik K, Johri AM, Turk M, Sobel DW, Pareek G, Miner M, Viskovic K, Tsoulfas G, Protogerou AD, Mavrogeni S, Kitas GD, Fouda MM, Kalra MK, Suri JS.",2022,"Department of Cardiology, Indraprastha APOLLO Hospitals, New Delhi 110001, India.","Vascular Implications of COVID-19: Role of Radiological Imaging, Artificial Intelligence, and Tissue Characterization: A Special Report",J Cardiovasc Dev Dis,Respiratory Virology,['COVID-19'],"Journal Article, Review",Developing AI models for predicting viral transmission and disease severity,Identifying high-risk patient populations and predicting disease progression using machine learning algorithms,Predicting viral load and disease severity in COVID-19 patients,Deep learning-based approach using convolutional neural networks (CNNs) and recurrent neural networks (RNNs),"Using transfer learning from pre-trained models on large datasets, incorporating clinical features and genomic data",['Supervised Learning'],No,No,understanding and characterizing vascular damage in various organs due to COVID-19,"Clinical data (e.g., patient demographics, medical history), genomic data (e.g., viral genome sequences)",COVID-19 Clinical and Genomic Dataset,Yes,"The performance was measured using the DenseNet architecture, with a total of 36 layers or strata, and compared to other models like InceptionV3 and XceptionNet.","{""Accuracy"" : mentioned but not provided}","{""Accuracy"" : mentioned but not provided}",
53,"Ge J, Sun S, Owens J, Galvez V, Gologorskaya O, Lai JC, Pletcher MJ, Lai K.",2023,"Division of Gastroenterology and Hepatology, Department of Medicine, University of California - San Francisco, San Francisco, CA.",Development of a Liver Disease-Specific Large Language Model Chat Interface using Retrieval Augmented Generation,medRxiv,Hepatic Virology,"[\""Hepatitis B\""]","Preprint, Journal Article",Developing a large language model (LLM) to analyze and generate text related to Hepatitis B,Creating an LLM that can accurately extract relevant information from unstructured clinical notes about patients with Hepatitis B,Specialized LLM for Hepatitis B,Retrieval-Augmented Generation (RAG),"Embedded AASLD guidelines into the LLM using RAG, converting documents into embeddings via Microsoft's Azure Cognitive Search.",Hybrid approach combining retrieval and generation techniques,No,No,developing an LLM to aid in liver disease management.,AASLD clinical practice guidelines and guidance documents.,Ge et.al,Yes,By comparing LiVersa's answers to trainees' responses to known HBV treatment and HCC surveillance questions.,"[Correctness of Answers, Rationale Completeness]","{""Correctness of Answers"": 100% for yes/no questions, ""Rationale Completeness"": 70% fully correct for detailed responses}.",
54,"Hallak JA, Scanzera AC, Azar DT, Chan RVP.",2020,"Department of Ophthalmology and Visual Sciences, Illinois Eye and Ear Infirmary, College of Medicine, University of Illinois at Chicago, Chicago, Illinois.",Artificial intelligence in ophthalmology during COVID-19 and in the post COVID-19 era,Curr Opin Ophthalmol,Respiratory Virology,"[""COVID-19"", ""SARS-CoV-2""]","Journal Article, Review",To highlight artificial intelligence applications in ophthalmology during the COVID-19 pandemic that can be used to: describe ocular findings and changes correlated with COVID-19; extract information from scholarly articles on SARS-CoV-2 and COVID-19 specific to ophthalmology; and implement efficient patient triage and telemedicine care.,"The high demand for healthcare services during the COVID-19 pandemic, prioritizing and triaging patients, as well as improving at home-monitoring devices and secure data transfers.",Artificial intelligence applications in ophthalmology during the COVID-19 pandemic,Natural language processing (NLP) and data integration methods,"Topic modeling on more than 200 ophthalmology-related articles on COVID-19 can summarize ocular manifestations, viral transmission, treatment strategies, and patient care and practice management.",['Natural Language Processing'],No,No,"identifying and analyzing ocular manifestations related to COVID-19, contributing to the broader understanding of the virus's impact on the eye.",ophthalmology-related articles,Hallak et.al,No,Not specified,Not specified,Not specified,
55,"Silva RPD, Pollettini JT, Pazin Filho A.",2023,"Faculdade de Medicina de RibeirÃ£o Preto, Universidade de SÃ£o Paulo, RibeirÃ£o Preto, Brasil.",Unsupervised natural language processing in the identification of patients with suspected COVID-19 infection,Cad Saude Publica,Respiratory Virology,['COVID-19'],"Observational Study, Journal Article",To describe an unsupervised NLP method to identify patients with suspected COVID-19 infection using prior authorizations,Traditional identification techniques are ineffective in pandemics due to unstructured and incomplete healthcare data.,Automatically identify suspected COVID-19 cases from unstructured health text data.,BERTopic and Word2Vec were applied for unsupervised topic modeling.,"Used BERT embeddings, UMAP for dimensionality reduction, HDBSCAN for clustering, and TF-IDF for topic interpretation.",BERTopic: Unsupervised learning.,Yes(Python library),MIT License.,identification of patients suspected of COVID-19 infection through the analysis of unstructured clinical text data,Text data (Twitter posts),Silva et.al,Yes,Manual validation of top 100 cases and comparison with SQL-based keyword matching.,"{ ""Accuracy""}","{ ""Accuracy"":70%}",
,,,,,,,,,,,,,"Used Continuous Bag-of-Words model with K-Means clustering (20 topics), with manual annotation of top 100 entries per topic.",Word2Vec: Unsupervised learning.,Yes (Gensim library),LGPL License,,Text data (Twitter posts),Silva et.al,Yes,Manual labeling and comparison with traditional methods.,Not specified,Not specified,
56,"Tran BX, Ha GH, Nguyen LH, Vu GT, Hoang MT, Le HT, Latkin CA, Ho CSH, Ho RCM.",2020,"Institute for Preventive Medicine and Public Health, Hanoi Medical University, Hanoi 100000, Vietnam.",Studies of Novel Coronavirus Disease 19 (COVID-19) Pandemic: A Global Analysis of Literature,Int J Environ Res Public Health,Respiratory Virology,['COVID-19'],"Journal Article, Research Support, Non-U.S. Gov't, Review",To explore COVID-19 research foci globally and their variation by country income and transmission levels.,Lack of comprehensive analysis identifying thematic gaps and geographic disparities in COVID-19-related research.,To identify key research themes from COVID-19 literature using automated topic modeling.,Topic modeling using Latent Dirichlet Allocation (LDA).,LDA was used on titles and abstracts to extract 15 latent topics with keyword distributions.,Natural Language Processing,No,No,analyzing global research trends related to the COVID-19 pandemic,Scientific publications,Tran et.al,No,Manual inspection of sample documents to validate topic labels.,Not specified,Not specified,
57,"Weissenbacher D, O'Connor K, Klein A, Golder S, Flores I, Elyaderani A, Scotch M, Gonzalez-Hernandez G.",2023,"Cedars-Sinai Medical Center, Los Angeles, CA, USA.",Text mining biomedical literature to identify extremely unbalanced data for digital epidemiology and systematic reviews: dataset and methods for a SARS-CoV-2 genomic epidemiology study,medRxiv,Respiratory Virology,['COVID-19'],"Preprint, Journal Article",Identify relevant journal articles that report having produced and made available new SARS-CoV-2 sequences.,Extracting patient metadata from full-text articles to enrich SARS-CoV-2 sequence databases for large genomic epidemiology studies.,Semi-automatic extraction of patient metadata from full-text articles using natural language processing techniques.,Active learning and relation extraction techniques integrated with a semi-automated pipeline.,"Pre-trained BERT-base-uncased model from HuggingFace, fine-tuned on sentence classification task to detect sequencing mentions in full-text articles.",Deep Learning – Transformer-base,No,No,extract SARS-CoV-2 genomic data from biomedical literature,Text data (articles in the NCBI Lit-Covid collection),NCBI Lit-Covid collection,Yes,"The performance was measured using a combination of human annotators and machine learning classifiers, with evaluation criteria including precision, recall, and F1-score.","{""F1"", ""Precision"", ""Recall""}","{""F1"": 0.800, ""Precision"": 0.667, ""Recall"": 1.0}",
58,"Xu S, Fu Y, Xu D, Han S, Wu M, Ju X, Liu M, Huang DS, Guan P.",2023,"Library of China Medical University, Shenyang, Liaoning, People's Republic of China.",Mapping Research Trends of Medications for Multidrug-Resistant Pulmonary Tuberculosis Based on the Co-Occurrence of Specific Semantic Types in the MeSH Tree: A Bibliometric and Visualization-Based Analysis of PubMed Literature (1966-2020),Drug Des Devel Ther,Bacteriology,"[""Tuberculosis (TB)""]","Journal Article, Review","Identify high-frequency MeSH terms on substance (chemical, drug, protein) and related diseases of multidrug-resistant-pulmonary tuberculosis through biclustering analysis.",To analyze the relationship between high-frequency MeSH terms and identify potential clusters in the context of multidrug-resistant-pulmonary tuberculosis.,"Biclustering analysis to identify high-frequency MeSH terms on substance (chemical, drug, protein) and related diseases of multidrug-resistant-pulmonary tuberculosis.", Deep learning-based bibliometric network visualization.,"The biclustering algorithm was applied to the co-occurrence matrix of high-frequency MeSH terms, and the results were visualized using VOSviewer. The software was used to create a knowledge map based on network data, which provided insights into the relationships between the high-frequency MeSH terms.",Deep learning,https://github.com/xizhou/pubMR.,MIT License.,analyzing research trends in medications for multidrug-resistant pulmonary tuberculosis (MDR-PTB),High-frequency MeSH terms co-occurrence matrix,Multidrug-resistant-pulmonary tuberculosis high-frequency MeSH terms dataset,Yes,Not specified,Not specified,Not specified,
